idfield;cropseason;village;soil;area;tillagesystem;CAyear;sowdate;x24d;glypho;manure;urea;npk;nitrogen;rainsow;rainflow;raincycle;rainyear;yield
F2008090205;Y08_09;Antsahamamy;hillside;0.0;ca;Y4+;2008-12-22;N;N;200.0;0.0;0.0;0.0;92.1;108.5;933.3;1142.3;4033.9
F2008090206;Y08_09;Antsahamamy;lowland;0.0;ca;Y1;2008-12-15;N;N;200.0;2.0;0.0;0.92;10.0;41.3;921.2;1142.3;3151.6
F2008090207;Y08_09;Antsahamamy;lowland;0.1;ca;Y1;2008-12-18;N;N;200.0;2.5;0.0;1.15;13.1;3.1;933.3;1142.3;2901.0
F2008090208;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-12-05;N;N;150.0;0.0;0.0;0.0;31.7;107.9;778.4;1142.3;2444.4
F2008090209;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-11-28;N;N;200.0;0.0;0.0;0.0;30.6;106.8;728.2;1142.3;2333.3
F2008090210;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-11-30;N;N;350.0;0.0;0.0;0.0;29.7;106.8;717.2;1142.3;2400.0
F2008090211;Y08_09;Antsahamamy;hillside;0.3;till;Y0;2008-12-18;N;N;800.0;15.0;0.0;6.9;13.1;3.1;933.3;1142.3;3000.0
F2008090212;Y08_09;Antsahamamy;hillside;0.2;ca;Y3;2008-12-13;N;N;600.0;0.0;0.0;0.0;6.0;41.3;920.6;1142.3;2974.5
F2008090213;Y08_09;Antsahamamy;hillside;0.1;ca;Y4+;2008-11-28;N;N;200.0;0.0;0.0;0.0;30.6;106.8;728.2;1142.3;3172.4
F2008090214;Y08_09;Antsahamamy;hillside;0.3;ca;Y3;2008-12-10;N;N;600.0;15.0;0.0;6.9;6.0;41.3;908.6;1142.3;2900.0
F2008090215;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-11-18;N;N;150.0;0.0;0.0;0.0;44.6;25.6;704.0;1142.3;1875.0
F2008090216;Y08_09;Antsahamamy;hillside;0.0;ca;Y1;2008-12-10;N;N;100.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;2650.6
F2008090217;Y08_09;Antsahamamy;lowland;0.0;ca;Y1;2008-12-23;N;N;100.0;0.0;0.0;0.0;92.1;106.8;929.3;1142.3;4866.7
F2008090218;Y08_09;Antsahamamy;hillside;0.2;ca;Y4+;2008-12-12;N;N;800.0;11.0;0.0;5.06;6.0;41.3;908.6;1142.3;2863.6
F2008090219;Y08_09;Antsahamamy;hillside;0.1;ca;Y4+;2008-12-16;N;N;300.0;0.0;0.0;0.0;13.5;32.1;924.1;1142.3;2418.6
F2008090220;Y08_09;Antsahamamy;hillside;0.1;ca;Y3;2008-12-04;N;N;600.0;6.0;0.0;2.76;31.7;125.2;773.4;1142.3;2619.5
F2008090221;Y08_09;Antsahamamy;lowland;0.1;ca;Y4+;2008-12-27;N;N;280.0;0.0;0.0;0.0;92.1;109.9;841.2;1142.3;2155.2
F2008090222;Y08_09;Antsahamamy;hillside;0.1;ca;Y2;2008-12-13;N;N;300.0;0.0;0.0;0.0;6.0;41.3;920.6;1142.3;2000.0
F2008090223;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-12-16;N;N;200.0;0.0;0.0;0.0;13.5;32.1;924.1;1142.3;1600.0
F2008090224;Y08_09;Antsahamamy;lowland;0.1;ca;Y1;2008-12-05;N;N;150.0;0.0;0.0;0.0;31.7;107.9;778.4;1142.3;4366.7
F2008090225;Y08_09;Antsahamamy;hillside;0.1;ca;Y4+;2008-11-21;N;N;400.0;5.0;0.0;2.3;33.8;61.0;706.5;1142.3;2105.7
F2008090226;Y08_09;Antsahamamy;hillside;0.1;ca;Y4+;2008-11-22;N;N;400.0;5.0;0.0;2.3;33.8;93.6;706.5;1142.3;2029.9
F2008090227;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-11-30;N;N;150.0;0.0;0.0;0.0;29.7;106.8;717.2;1142.3;1644.4
F2008090228;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-11-28;N;N;450.0;6.7;0.0;3.082;30.6;106.8;728.2;1142.3;2230.8
F2008090229;Y08_09;Antsahamamy;hillside;0.3;till;Y0;2008-12-06;N;N;800.0;15.0;0.0;6.9;20.7;96.8;778.4;1142.3;1333.3
F2008090230;Y08_09;Antsahamamy;hillside;0.2;ca;Y3;2008-11-30;N;N;700.0;0.0;0.0;0.0;29.7;106.8;717.2;1142.3;2013.6
F2008090231;Y08_09;Antsahamamy;lowland;0.0;ca;Y1;2008-11-26;N;N;100.0;0.0;0.0;0.0;50.0;107.2;719.1;1142.3;4533.3
F2008090232;Y08_09;Antsahamamy;hillside;0.0;ca;Y3;2008-12-24;N;N;200.0;0.0;0.0;0.0;92.1;109.9;925.8;1142.3;2600.0
F2008090233;Y08_09;Antsahamamy;hillside;0.0;ca;Y3;2008-11-20;N;N;36.6;0.0;0.0;0.0;34.4;49.9;709.2;1142.3;2950.8
F2008090234;Y08_09;Antsahamamy;hillside;0.1;ca;Y4+;2008-11-26;N;N;400.0;0.0;0.0;0.0;50.0;107.2;719.1;1142.3;3008.1
F2008090235;Y08_09;Antsahamamy;hillside;0.1;ca;Y2;2008-11-18;N;N;500.0;0.0;0.0;0.0;44.6;25.6;704.0;1142.3;2142.9
F2008090236;Y08_09;Antsahamamy;hillside;0.3;till;Y0;2008-11-28;N;N;800.0;0.0;0.0;0.0;30.6;106.8;728.2;1142.3;2500.0
F2008090237;Y08_09;Antsahamamy;hillside;0.4;till;Y0;2008-12-27;N;N;1000.0;0.0;0.0;0.0;92.1;109.9;841.2;1142.3;2781.0
F2008090238;Y08_09;Antsahamamy;hillside;0.2;ca;Y1;2008-12-24;N;N;400.0;0.0;0.0;0.0;92.1;109.9;925.8;1142.3;2300.0
F2008090239;Y08_09;Antsahamamy;lowland;0.2;ca;Y1;2008-12-18;N;N;700.0;0.0;0.0;0.0;13.1;3.1;933.3;1142.3;4950.0
F2008090240;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-12-10;N;N;500.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;2362.9
F2008090241;Y08_09;Antsahamamy;lowland;0.1;ca;Y4+;2008-12-18;N;N;700.0;0.0;0.0;0.0;13.1;3.1;933.3;1142.3;3161.3
F2008090242;Y08_09;Antsahamamy;lowland;0.2;ca;Y1;2008-12-12;N;N;800.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;2753.2
F2008090243;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-12-20;N;N;800.0;0.0;0.0;0.0;96.1;3.1;933.3;1142.3;3393.4
F2008090244;Y08_09;Antsahamamy;lowland;0.3;ca;Y3;2008-11-30;N;N;1000.0;0.0;0.0;0.0;29.7;106.8;717.2;1142.3;3245.4
F2008090245;Y08_09;Antsahamamy;hillside;0.1;ca;Y4+;2008-12-30;N;N;250.0;0.0;0.0;0.0;96.4;160.3;842.0;1142.3;3140.0
F2008090246;Y08_09;Antsahamamy;hillside;0.1;ca;Y2;2008-12-10;N;N;600.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;2900.0
F2008090247;Y08_09;Antsahamamy;lowland;0.1;ca;Y1;2008-12-10;N;N;600.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;3139.6
F2008090248;Y08_09;Antsahamamy;lowland;0.2;ca;Y3;2008-12-16;N;N;500.0;0.0;0.0;0.0;13.5;32.1;924.1;1142.3;3076.9
F2008090249;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-12-16;N;N;200.0;0.0;0.0;0.0;13.5;32.1;924.1;1142.3;3500.0
F2008090250;Y08_09;Antsahamamy;lowland;0.4;ca;Y1;2008-11-26;Y;N;0.0;0.0;0.0;0.0;50.0;107.2;719.1;1142.3;4142.9
F2008090251;Y08_09;Antsahamamy;lowland;0.2;ca;Y1;2008-11-22;Y;N;0.0;0.0;0.0;0.0;33.8;93.6;706.5;1142.3;4500.0
F2008090252;Y08_09;Antsahamamy;hillside;0.1;ca;Y3;2008-11-08;N;N;0.0;0.0;0.0;0.0;24.3;237.9;589.9;1142.3;3328.8
F2008090253;Y08_09;Antsahamamy;hillside;0.1;ca;Y3;2008-11-06;N;N;0.0;0.0;0.0;0.0;21.8;241.5;589.9;1142.3;3500.0
F2008090254;Y08_09;Antsahamamy;hillside;0.5;ca;Y1;2008-12-22;N;N;0.0;0.0;0.0;0.0;92.1;108.5;933.3;1142.3;2750.0
F2008090255;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-11-28;N;N;250.0;0.0;0.0;0.0;30.6;106.8;728.2;1142.3;3230.0
F2008090257;Y08_09;Antsahamamy;hillside;0.1;till;Y0;2008-11-20;N;N;750.0;0.0;0.0;0.0;34.4;49.9;709.2;1142.3;2692.3
F2008090258;Y08_09;Antsahamamy;hillside;0.3;till;Y0;2008-12-02;N;N;800.0;0.0;0.0;0.0;31.7;117.3;725.9;1142.3;1224.6
F2008090259;Y08_09;Antsahamamy;hillside;0.0;till;Y0;2008-12-04;N;N;150.0;0.0;0.0;0.0;31.7;125.2;773.4;1142.3;1435.4
F2008090261;Y08_09;Antsahamamy;lowland;0.1;ca;Y1;2008-12-06;N;N;200.0;0.0;0.0;0.0;20.7;96.8;778.4;1142.3;2200.0
F2008090262;Y08_09;Antsahamamy;hillside;0.3;till;Y0;2008-12-10;N;N;1200.0;15.0;0.0;6.9;6.0;41.3;908.6;1142.3;1656.3
F2008090263;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-12-12;N;N;250.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;1800.0
F2008090264;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-12-13;N;N;260.0;0.0;0.0;0.0;6.0;41.3;920.6;1142.3;1903.4
F2008090265;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-12-20;N;N;300.0;0.0;0.0;0.0;96.1;3.1;933.3;1142.3;1670.5
F2008090266;Y08_09;Antsahamamy;hillside;0.2;ca;Y1;2008-12-06;N;N;400.0;10.0;0.0;4.6;20.7;96.8;778.4;1142.3;2176.5
F2008090267;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-12-08;N;N;250.0;0.0;0.0;0.0;24.7;55.8;910.6;1142.3;2200.0
F2008090268;Y08_09;Antsahamamy;lowland;0.3;till;Y0;2008-12-30;N;N;800.0;0.0;0.0;0.0;96.4;160.3;842.0;1142.3;2294.1
F2008090269;Y08_09;Antsahamamy;lowland;0.3;till;Y0;2009-01-03;N;N;750.0;0.0;0.0;0.0;31.1;164.3;842.0;1142.3;2700.0
F2008090270;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-12-12;N;N;300.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;2866.7
F2008090271;Y08_09;Antsahamamy;hillside;0.2;ca;Y3;2008-12-02;N;N;800.0;0.0;0.0;0.0;31.7;117.3;725.9;1142.3;2454.5
F2008090272;Y08_09;Antsahamamy;hillside;0.2;ca;Y1;2008-12-04;N;N;800.0;0.0;0.0;0.0;31.7;125.2;773.4;1142.3;1566.7
F2008090273;Y08_09;Antsahamamy;hillside;0.2;till;Y0;2008-12-10;N;N;800.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;1800.0
F2008090274;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-12-04;N;N;600.0;0.0;0.0;0.0;31.7;125.2;773.4;1142.3;1892.9
F2008090275;Y08_09;Antsahamamy;hillside;0.2;ca;Y3;2008-11-24;N;N;800.0;0.0;0.0;0.0;31.3;107.2;709.6;1142.3;2883.4
F2008090276;Y08_09;Antsahamamy;hillside;0.2;ca;Y1;2008-11-20;N;N;600.0;0.0;0.0;0.0;34.4;49.9;709.2;1142.3;1800.0
F2008090277;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-11-22;N;N;400.0;0.0;0.0;0.0;33.8;93.6;706.5;1142.3;2416.7
F2008090278;Y08_09;Antsahamamy;hillside;0.6;ca;Y4+;2008-11-25;N;N;2000.0;25.0;25.7;14.327;50.0;107.2;709.6;1142.3;2016.5
F2008090279;Y08_09;Antsahamamy;hillside;0.2;ca;Y1;2008-11-21;N;N;375.0;0.0;0.0;0.0;33.8;61.0;706.5;1142.3;3000.0
F2008090280;Y08_09;Antsahamamy;hillside;0.0;ca;Y1;2008-12-05;N;N;150.0;0.0;0.0;0.0;31.7;107.9;778.4;1142.3;2689.2
F2008090281;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-12-12;N;N;300.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;1704.5
F2008090282;Y08_09;Antsahamamy;hillside;0.3;ca;Y1;2008-12-26;N;N;0.0;0.0;0.0;0.0;92.1;109.9;924.2;1142.3;2500.0
F2008090283;Y08_09;Antsahamamy;hillside;0.2;till;Y0;2008-12-22;N;N;0.0;0.0;0.0;0.0;92.1;108.5;933.3;1142.3;3000.0
F2008090284;Y08_09;Antsahamamy;hillside;0.3;till;Y0;2008-12-23;N;Y;900.0;13.0;0.0;5.98;92.1;106.8;929.3;1142.3;2153.8
F2008090285;Y08_09;Antsahamamy;hillside;0.2;ca;Y4+;2008-12-10;N;N;400.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;3155.3
F2008090286;Y08_09;Antsahamamy;hillside;0.2;ca;Y3;2008-12-12;N;N;600.0;0.0;0.0;0.0;6.0;41.3;908.6;1142.3;2133.3
F2008090287;Y08_09;Antsahamamy;hillside;0.1;ca;Y3;2008-12-20;N;N;600.0;0.0;0.0;0.0;96.1;3.1;933.3;1142.3;2616.0
F2008090288;Y08_09;Antsahamamy;hillside;0.2;ca;Y3;2008-12-22;N;N;1000.0;0.0;0.0;0.0;92.1;108.5;933.3;1142.3;3016.0
F2008090289;Y08_09;Antsahamamy;hillside;0.3;ca;Y1;2008-12-20;N;N;1200.0;0.0;0.0;0.0;96.1;3.1;933.3;1142.3;3472.9
F2008090290;Y08_09;Antsahamamy;hillside;0.2;till;Y0;2008-12-28;N;N;520.0;10.0;0.0;4.6;100.4;138.4;841.2;1142.3;2536.6
F2008090291;Y08_09;Antsahamamy;lowland;0.1;ca;Y1;2008-12-05;Y;N;400.0;0.0;0.0;0.0;31.7;107.9;778.4;1142.3;3200.0
F2008090292;Y08_09;Antsahamamy;hillside;0.1;ca;Y1;2008-12-20;N;N;600.0;0.0;0.0;0.0;96.1;3.1;933.3;1142.3;3300.0
F2008090293;Y08_09;Antsahamamy;hillside;0.0;ca;Y1;2008-12-23;N;N;125.0;0.0;0.0;0.0;92.1;106.8;929.3;1142.3;3760.0
F2008090294;Y08_09;Antsahamamy;hillside;0.5;ca;Y1;2008-12-05;N;N;1600.0;0.0;0.0;0.0;31.7;107.9;778.4;1142.3;1796.0
F2008090296;Y08_09;Antsahamamy;hillside;1.3;ca;Y2;2008-12-07;Y;N;3700.0;0.0;0.0;0.0;24.7;63.3;801.6;1142.3;2100.0
F2008090299;Y08_09;Ambohitsilaozana;lowland;0.2;till;Y0;2008-11-17;N;N;0.0;0.0;0.0;0.0;194.8;28.8;699.5;1227.0;2900.0
F2008090300;Y08_09;Ambohitsilaozana;lowland;0.2;till;Y0;2008-11-20;N;N;0.0;0.0;0.0;0.0;112.1;38.2;785.3;1227.0;1300.0
F2008090301;Y08_09;Ambohitsilaozana;lowland;0.4;till;Y0;2008-11-27;N;N;0.0;0.0;0.0;0.0;70.1;169.2;761.1;1227.0;2695.0
F2008090302;Y08_09;Ambohitsilaozana;lowland;1.0;till;Y0;2008-11-15;N;N;0.0;123.0;0.0;56.58;202.2;137.2;702.3;1227.0;4100.0
F2008090303;Y08_09;Ambohitsilaozana;lowland;0.5;till;Y0;2008-12-13;N;N;1500.0;65.0;0.0;29.9;57.9;22.8;863.5;1227.0;3796.0
F2008090304;Y08_09;Ambohitsilaozana;lowland;0.8;till;Y0;2008-11-16;N;N;0.0;0.0;0.0;0.0;194.1;41.0;709.8;1227.0;2200.0
F2008090305;Y08_09;Ambohitsilaozana;lowland;0.8;till;Y0;2008-12-18;N;N;0.0;0.0;0.0;0.0;74.4;6.5;879.6;1227.0;4200.0
F2008090306;Y08_09;Ambohitsilaozana;lowland;0.4;till;Y0;2008-11-20;N;N;0.0;0.0;0.0;0.0;112.1;38.2;785.3;1227.0;3000.0
F2008090307;Y08_09;Ambohitsilaozana;lowland;0.3;till;Y0;2008-11-23;N;N;0.0;0.0;0.0;0.0;123.8;137.2;746.9;1227.0;2533.3
F2008090308;Y08_09;Ambohitsilaozana;lowland;0.5;till;Y0;2008-11-12;N;N;0.0;0.0;0.0;0.0;159.8;161.0;743.0;1227.0;3200.0
F2008090309;Y08_09;Ambohitsilaozana;lowland;0.8;till;Y0;2008-11-17;N;N;0.0;0.0;0.0;0.0;194.8;28.8;699.5;1227.0;3100.0
F2008090310;Y08_09;Ambohitsilaozana;lowland;1.0;till;Y0;2008-11-28;N;N;0.0;0.0;0.0;0.0;70.1;169.2;769.6;1227.0;1300.0
F2008090311;Y08_09;Ambohitsilaozana;lowland;2.5;till;Y0;2008-12-10;N;N;0.0;60.0;0.0;27.6;23.4;22.8;846.1;1227.0;3000.0
F2008090312;Y08_09;Ambohitsilaozana;lowland;0.4;till;Y0;2008-11-13;N;N;0.0;0.0;0.0;0.0;159.8;138.2;700.5;1227.0;2400.0
F2008090313;Y08_09;Ambohitsilaozana;lowland;0.5;till;Y0;2008-11-30;N;N;0.0;50.0;0.0;23.0;23.6;166.2;757.9;1227.0;3584.0
F2008090314;Y08_09;Ambohitsilaozana;lowland;0.2;till;Y0;2008-11-20;N;N;0.0;0.0;0.0;0.0;112.1;38.2;785.3;1227.0;1625.0
F2008090315;Y08_09;Ambohitsilaozana;lowland;0.3;till;Y0;2008-12-11;N;N;0.0;0.0;0.0;0.0;23.4;22.8;848.2;1227.0;3966.7
F2008090316;Y08_09;Ambohitsilaozana;lowland;0.2;till;Y0;2008-11-29;N;N;0.0;0.0;0.0;0.0;70.1;168.4;757.9;1227.0;1300.0
F2008090317;Y08_09;Ambohitsilaozana;lowland;0.5;till;Y0;2008-12-10;N;N;0.0;0.0;0.0;0.0;23.4;22.8;846.1;1227.0;2920.0
F2008090318;Y08_09;Ambohitsilaozana;lowland;0.4;till;Y0;2008-12-10;N;N;0.0;0.0;0.0;0.0;23.4;22.8;846.1;1227.0;4200.0
F2008090319;Y08_09;Ambohitsilaozana;lowland;0.9;till;Y0;2008-12-18;N;N;0.0;0.0;0.0;0.0;74.4;6.5;879.6;1227.0;3444.4
F2008090320;Y08_09;Ambohitsilaozana;lowland;1.0;till;Y0;2008-12-11;N;N;0.0;65.0;0.0;29.9;23.4;22.8;848.2;1227.0;4620.0
F2008090321;Y08_09;Ambongabe;lowland;0.1;till;Y0;2008-12-21;N;N;0.0;0.0;0.0;0.0;16.9;0.0;899.8;1164.1;1100.0
F2008090322;Y08_09;Ambongabe;lowland;0.7;till;Y0;2008-12-13;N;N;0.0;0.0;0.0;0.0;42.4;8.7;911.7;1164.1;1550.0
F2008090323;Y08_09;Ambohitsilaozana;lowland;0.1;ca;Y2;2008-11-12;N;Y;0.0;0.0;0.0;0.0;159.8;161.0;743.0;1227.0;2480.0
F2008090324;Y08_09;Ambohitsilaozana;lowland;0.1;ca;Y1;2008-11-12;N;Y;0.0;3.0;0.0;1.38;159.8;161.0;743.0;1227.0;2294.7
F2008090325;Y08_09;Ambohitsilaozana;lowland;0.3;ca;Y2;2008-11-06;N;Y;920.0;0.0;0.0;0.0;109.6;199.8;766.4;1227.0;2820.2
F2008090326;Y08_09;Ambohitsilaozana;lowland;0.1;ca;Y2;2008-11-10;N;Y;100.0;2.0;0.0;0.92;137.7;190.3;754.0;1227.0;3262.9
F2008090327;Y08_09;Ambohitsilaozana;lowland;0.1;ca;Y2;2008-11-11;N;Y;150.0;0.0;0.0;0.0;137.7;187.5;746.8;1227.0;2638.5
F2008090328;Y08_09;Ambohitsilaozana;lowland;0.1;ca;Y1;2008-11-11;N;Y;70.0;0.0;0.0;0.0;137.7;187.5;746.8;1227.0;3130.8
F2008090329;Y08_09;Ambongabe;lowland;0.1;till;Y0;2008-12-18;N;N;0.0;0.0;0.0;0.0;18.9;0.7;913.7;1164.1;3060.0
F2008090330;Y08_09;Ambohitsilaozana;lowland;0.3;ca;Y1;2008-12-10;N;Y;0.0;0.0;0.0;0.0;23.4;22.8;846.1;1227.0;2462.8
F2008090331;Y08_09;Ambohitsilaozana;lowland;0.3;ca;Y1;2008-12-08;N;Y;0.0;0.0;0.0;0.0;24.8;52.3;863.2;1227.0;2652.8
F2008090332;Y08_09;Ambohitsilaozana;hillside;0.2;till;Y0;2008-11-16;N;N;0.0;0.0;0.0;0.0;194.1;41.0;709.8;1227.0;2639.0
F2008090333;Y08_09;Ambohitsilaozana;lowland;0.1;ca;Y2;2008-11-09;N;Y;0.0;3.0;0.0;1.38;135.7;195.4;755.3;1227.0;2858.8
F2008090334;Y08_09;Ambohitsilaozana;lowland;0.1;ca;Y2;2008-11-12;N;Y;0.0;0.0;0.0;0.0;159.8;161.0;743.0;1227.0;2729.6
F2008090335;Y08_09;Ambohitsilaozana;lowland;0.1;ca;Y2;2008-11-13;N;Y;0.0;3.0;0.0;1.38;159.8;138.2;700.5;1227.0;2596.2
F2008090336;Y08_09;Ambohitsilaozana;lowland;0.1;ca;Y2;2008-11-09;N;Y;150.0;0.0;0.0;0.0;135.7;195.4;755.3;1227.0;2780.6
F2008090337;Y08_09;Ambohitsilaozana;lowland;0.1;ca;Y4+;2008-11-08;N;Y;250.0;0.0;0.0;0.0;109.6;195.4;762.3;1227.0;2654.0
F2008090338;Y08_09;Ambohitsilaozana;lowland;0.0;ca;Y4+;2008-11-08;N;Y;150.0;0.0;0.0;0.0;109.6;195.4;762.3;1227.0;3888.2
F2008090339;Y08_09;Ambohitsilaozana;lowland;0.1;ca;Y3;2008-11-06;N;Y;250.0;4.0;0.0;1.84;109.6;199.8;766.4;1227.0;2903.0
F2008090340;Y08_09;Ambohitsilaozana;lowland;0.1;ca;Y2;2008-11-09;N;Y;100.0;0.0;0.0;0.0;135.7;195.4;755.3;1227.0;2949.2
F2008090341;Y08_09;Ambohitsilaozana;lowland;0.1;ca;Y2;2008-11-09;N;Y;150.0;0.0;0.0;0.0;135.7;195.4;755.3;1227.0;2860.0
F2008090342;Y08_09;Ambohitsilaozana;lowland;0.1;ca;Y4+;2008-11-08;N;Y;350.0;0.0;0.0;0.0;109.6;195.4;762.3;1227.0;2866.0
F2008090343;Y08_09;Ambohitsilaozana;lowland;0.2;till;Y0;2008-11-10;N;Y;450.0;0.0;0.0;0.0;137.7;190.3;754.0;1227.0;2868.9
F2008090344;Y08_09;Ambongabe;lowland;0.1;ca;Y1;2008-11-03;N;Y;0.0;4.0;0.0;1.84;52.6;317.3;752.0;1164.1;2101.4
F2008090345;Y08_09;Ambongabe;lowland;0.1;till;Y0;2008-11-04;N;Y;0.0;4.0;0.0;1.84;74.6;317.3;752.0;1164.1;2890.0
F2008090346;Y08_09;Ambongabe;lowland;0.1;ca;Y1;2008-11-06;N;Y;0.0;4.0;0.0;1.84;82.6;323.5;747.5;1164.1;2250.0
F2008090347;Y08_09;Ambongabe;lowland;0.2;till;Y0;2008-11-24;N;Y;0.0;0.0;0.0;0.0;30.0;207.1;789.5;1164.1;2060.0
F2008090348;Y08_09;Ambongabe;lowland;0.1;till;Y0;2008-12-14;N;N;0.0;0.0;0.0;0.0;44.4;8.7;911.7;1164.1;2492.6
F2008090349;Y08_09;Ambongabe;lowland;0.3;till;Y0;2008-12-19;N;N;1700.0;0.0;0.0;0.0;16.9;0.0;913.7;1164.1;2538.8
F2008090350;Y08_09;Ambongabe;lowland;0.3;till;Y0;2008-12-19;N;N;1650.0;0.0;0.0;0.0;16.9;0.0;913.7;1164.1;2677.6
F2008090351;Y08_09;Ambongabe;lowland;0.1;till;Y0;2008-12-21;N;N;0.0;0.0;0.0;0.0;16.9;0.0;899.8;1164.1;2390.0
F2008090352;Y08_09;Ambongabe;lowland;0.3;till;Y0;2008-12-04;N;N;0.0;7.0;0.0;3.22;28.5;196.8;839.3;1164.1;2090.4
F2008090353;Y08_09;Ambongabe;lowland;0.4;till;Y0;2008-12-05;N;N;0.0;0.0;0.0;0.0;28.5;162.3;839.3;1164.1;2595.4
F2008090354;Y08_09;Ambongabe;lowland;0.2;till;Y0;2008-11-11;N;N;200.0;0.0;0.0;0.0;94.6;304.0;699.4;1164.1;2680.0
F2008090355;Y08_09;Ambongabe;lowland;0.0;ca;Y1;2008-12-13;N;Y;0.0;1.0;0.0;0.46;42.4;8.7;911.7;1164.1;2966.7
F2008090356;Y08_09;Ambongabe;lowland;0.0;till;Y0;2008-12-13;N;Y;0.0;1.0;0.0;0.46;42.4;8.7;911.7;1164.1;2987.5
F2008090357;Y08_09;Ambongabe;lowland;0.2;till;Y0;2008-11-13;N;Y;0.0;0.0;0.0;0.0;100.6;163.0;686.9;1164.1;2950.0
F2008090358;Y08_09;Ambongabe;lowland;0.2;ca;Y3;2008-11-05;N;Y;0.0;0.0;0.0;0.0;82.6;305.3;747.5;1164.1;3014.0
F2008090359;Y08_09;Ambongabe;lowland;0.1;till;Y0;2008-11-05;N;N;120.0;2.0;0.0;0.92;82.6;305.3;747.5;1164.1;2980.0
F2008090360;Y08_09;Ambongabe;lowland;0.2;till;Y0;2008-12-02;N;N;0.0;0.0;0.0;0.0;34.5;206.6;836.8;1164.1;2690.0
F2008090361;Y08_09;Ambongabe;lowland;0.1;till;Y0;2008-11-06;N;N;120.0;2.0;0.0;0.92;82.6;323.5;747.5;1164.1;3032.0
F2008090362;Y08_09;Ambongabe;lowland;0.1;ca;Y1;2008-11-10;N;Y;0.0;3.0;0.0;1.38;94.6;316.3;716.4;1164.1;2590.0
F2008090363;Y08_09;Ambongabe;lowland;0.2;ca;Y4+;2008-11-26;N;Y;250.0;5.0;0.0;2.3;27.5;207.1;789.5;1164.1;2530.0
F2008090364;Y08_09;Ambongabe;lowland;0.1;ca;Y4+;2008-12-14;N;Y;100.0;3.0;0.0;1.38;44.4;8.7;911.7;1164.1;2981.3
F2008090365;Y08_09;Ambongabe;lowland;0.2;ca;Y2;2008-12-14;N;Y;300.0;6.0;0.0;2.76;44.4;8.7;911.7;1164.1;2645.0
F2008090366;Y08_09;Ambongabe;lowland;0.5;till;Y0;2008-12-26;N;N;0.0;30.0;0.0;13.8;43.6;51.2;897.8;1164.1;3100.0
F2008090367;Y08_09;Ambongabe;hillside;0.8;till;Y0;2008-12-27;N;N;0.0;0.0;0.0;0.0;43.6;51.2;896.8;1164.1;2800.0
F2008090368;Y08_09;Ambongabe;lowland;0.2;till;Y0;2008-11-09;N;N;0.0;0.0;0.0;0.0;92.1;323.5;742.9;1164.1;1990.0
F2008090369;Y08_09;Ambongabe;lowland;0.2;till;Y0;2008-12-08;N;N;350.0;10.0;0.0;4.6;28.5;44.2;918.3;1164.1;2738.7
F2008090370;Y08_09;Ambongabe;lowland;0.2;till;Y0;2008-11-08;N;N;120.0;5.0;0.0;2.3;82.6;323.5;747.5;1164.1;2650.0
F2008090371;Y08_09;Ambongabe;lowland;0.2;ca;Y3;2008-11-20;N;Y;0.0;8.0;0.0;3.68;39.5;78.2;797.5;1164.1;2250.0
F2008090372;Y08_09;Ambongabe;lowland;0.1;ca;Y1;2008-12-23;N;Y;0.0;0.0;0.0;0.0;16.9;17.5;897.8;1164.1;2983.3
F2008090373;Y08_09;Ambongabe;lowland;0.3;till;Y0;2008-12-14;N;N;0.0;0.0;0.0;0.0;44.4;8.7;911.7;1164.1;2893.0
